f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,quality
0.757046,0.926021,0.499391,0.8493778538715698,0.4828439493580797,0.6293569905177311,0.7683830721499096,0.21916000076690179,0.16121552316173626,0.48324588835057525,0.7736210085903524,0
0.689341,0.196398,0.16259,0.589196351135273,0.9535896875724402,0.4935315560168413,0.7869878176971742,0.07991012468079095,0.027471252334793972,0.9731897476469616,0.5332484176925049,0
0.877264,0.250606,0.952195,0.7008168341006853,0.3763682371825623,0.9197500172594715,0.10344016683244472,0.21072201626777154,0.5091745166195433,0.4834794811286375,0.35589883109730414,0
0.808215,0.676004,0.569128,0.5587303919068904,0.7553576904099327,0.9311851073409688,0.05943293788698556,0.5577646878307247,0.18451523476647935,0.6312918114770308,0.4401293024093882,0
0.822366,0.586114,0.529104,0.3904865929043545,0.01775253899866891,0.2161018502988037,0.2878347562914625,0.3586557154180693,0.10943751883126784,0.1440439447653945,0.0256413425846862,0
0.592465,0.274079,0.909006,0.5045689848332721,0.545460607651199,0.3984816035727068,0.5644625716927245,0.7736745810044975,0.14757022483526905,0.13593762645312324,0.3036871371913683,0
0.81751,0.167234,0.320291,0.06396675459753054,0.9178015110449365,0.013869356259678,0.6490542566163146,0.04336228867457881,0.6643374511215479,0.6831149977703204,0.7868283797853329,0
0.932159,0.747163,0.0188043,0.979696014150612,0.5477775425630966,0.850117968375411,0.441617618573523,0.7672494742190713,0.40093546550810244,0.7370557665101973,0.6282503358089042,0
0.646429,0.193258,0.744755,0.07644482715253009,0.307951441969449,0.7185245531508789,0.6524147760153146,0.7646543170951751,0.7494666647240156,0.05217101624286202,0.004823611428932173,0
0.581439,0.866774,0.424581,0.0642322670511728,0.454524435094381,0.4886918705196145,0.36665797057257954,0.5813223668769678,0.7961657661922612,0.45997699521602686,0.883984253731758,0
0.751192,0.851653,0.704779,0.0244234152713545,0.023581168979317946,0.4629417271503443,0.19421039178191557,0.5175153320966773,0.4973058273882376,0.009570726504860239,0.05739001035837066,0
0.432205,0.874668,0.27321,0.588314096291093,0.11095222868612631,0.3198347773493303,0.494365480156966,0.40433354366588015,0.5541371003212493,0.380165545663141,0.9340285167832135,0
0.816584,0.322628,0.669222,0.12586599471310167,0.3806013734080361,0.8979851866037865,0.31804830761140424,0.47892578252046814,0.8045267547223002,0.2586804655161322,0.19683998031570227,0
0.819712,0.411163,0.208484,0.5085928164088231,0.08574314376506975,0.6977369780495885,0.8945155438139326,0.5269800560902678,0.2615620144473949,0.9461721170843211,0.10907670087214716,0
0.300111,0.685084,0.0738605,0.03411651816735395,0.23233249753096863,0.4852546848718736,0.31508209207731497,0.5080669210297534,0.5266687356465356,0.30139962764956774,0.5090681458724267,0
0.452766,0.174311,0.456261,0.3671931450483482,0.4895117462036782,0.38764294376147,0.6968968398354822,0.6406918581732539,0.5772171285522744,0.991655931174453,0.7665390427535831,0
0.105353,0.189689,0.413535,0.023871977778379905,0.9842178423096537,0.7942012851082014,0.1027518903418646,0.0949042672156577,0.28917019000870636,0.5310452537851954,0.9734148142933152,0
0.497143,0.14197,0.036138,0.5282059290542763,0.4455721344148448,0.6444632504103609,0.19837563298845307,0.7699531502172001,0.019893475028990304,0.17432160981424172,0.021211828780495323,0
0.653726,0.269113,0.0398856,0.3267668866986394,0.658488049808111,0.2935885800517203,0.11815013447708944,0.06279825110235493,0.08437482472233004,0.4251176683646112,0.7007412432633666,0
0.231259,0.915526,0.781182,0.5789426768578917,0.01713583999925572,0.5657693653563701,0.19459283523174442,0.363124861416796,0.30519092558259286,0.832967642124355,0.09466159023714615,0
0.0636519,0.226449,0.48276,0.3788704091242555,0.769524047254948,0.6848768683803632,0.33262905447313507,0.8332511283954774,0.9834476891508298,0.8604024132963755,0.4292680571033999,0
0.264369,0.147301,0.0887078,0.2295517866920943,0.35736929514102933,0.8484697790371531,0.00034453599808115243,0.8404049208283086,0.5383665938477066,0.5308246183197575,0.4162395871421347,0
0.677655,0.431584,0.0107116,0.21651423452159724,0.12438958715901227,0.16906458807391078,0.9676395027950991,0.6395073837770925,0.14783865825548037,0.5012214117402302,0.04590044180610975,0
0.670643,0.10823,0.197096,0.6009372675638448,0.5095669166548443,0.6128729766939166,0.0021243172794933596,0.3420432537750443,0.06219132296273,0.8986021313257061,0.4577113959620639,0
0.533152,0.292111,0.438172,0.8179446889571473,0.5694954694950343,0.9009103183017737,0.5275368232173618,0.44596189444175494,0.776354206346805,0.2810380294632905,0.1977594796519221,0
0.739119,0.534506,0.0472246,0.9874116489826634,0.7095551214682715,0.6782110536386927,0.9934950612013715,0.1301029001079237,0.08738909939580519,0.3079416444409805,0.8212261666143478,0
0.959008,0.395301,0.562132,0.6368923533858692,0.6790982442097806,0.019539594286432815,0.6413168482395116,0.9785403383020774,0.3232344776979509,0.48594100831290177,0.2856054287486024,0
0.167106,0.00541112,0.489048,0.1861380200027345,0.6125317492526594,0.3611220111571448,0.5339518589818522,0.448752442916475,0.056979189754817416,0.8699233097751818,0.4449663558889251,0
0.727435,0.0855378,0.246571,0.46453588983679395,0.021233411838096572,0.16342475088059982,0.1272196487661429,0.8968488633251138,0.22460735961428901,0.6133954953680114,0.09424752677838677,0
0.648063,0.999601,0.590235,0.8899610694851277,0.43456771462500465,0.603168510855164,0.7752325767588005,0.4276764616991834,0.6384435680312236,0.3968305590464998,0.2428682200946657,0
0.526386,0.321587,0.929461,0.8575894307539099,0.3035075986632775,0.4201862644169343,0.24689203509356472,0.33595211494297783,0.40375078896181826,0.06219186557865586,0.6770532917713328,0
0.706095,0.894409,0.460027,0.20197265340532533,0.4129620983878798,0.39764530783537644,0.837404366061334,0.0011015393264619533,0.9845740355888783,0.42741633649088795,0.01780601409926874,0
0.268609,0.416163,0.261442,0.3179521000026204,0.8901403915939963,0.20381770728253212,0.18460525357198188,0.34878592291305166,0.7153368204522802,0.14661781424579856,0.8950008248610989,0
0.0376548,0.159621,0.996367,0.6921529727771082,0.2552010359442656,0.3877370613548071,0.8881740269294298,0.11721013369019173,0.19277814290992012,0.9742442057434803,0.8653897067664744,0
0.0150596,0.0811325,0.467582,0.7903293100241653,0.31518792880279145,0.2531587383589675,0.9134604698489098,0.7694649344261935,0.4682232940600072,0.8770553240581103,0.662907911969037,0
0.815888,0.47667,0.965791,0.09374206415086606,0.4605224646007412,0.7658157676729712,0.2006608245965651,0.8544770531962076,0.9455248204539359,0.9728155486375851,0.25092433122311075,0
0.761715,0.106482,0.274632,0.5542642487320937,0.3449715658961129,0.68942887317672,0.0687833228209942,0.9161641008086607,0.8438591742411682,0.41923125188990695,0.006226015103553584,0
0.376328,0.298812,0.902559,0.4845599823800957,0.5590494108542093,0.5168952241741178,0.20885260306617925,0.8324561901923777,0.04500152372190347,0.6158750546918895,0.6494852188859246,0
0.350144,0.924962,0.668764,0.20220516613236394,0.9399762740067502,0.3755788172936634,0.4803738763959198,0.43491387611753285,0.760585952479804,0.19497123744268074,0.2851315713361061,0
0.750968,0.0286192,0.291113,0.6908028189962085,0.33722958144612925,0.913932212993508,0.2342328663568548,0.5059751961710963,0.2781523568679829,0.04702296580516063,0.3503274044988862,0
0.183674,0.307318,0.65526,0.6344371300064172,0.7519315463274683,0.3602472717133881,0.775682199070267,0.8467088211978027,0.6001643014718459,0.49327775670509943,0.8293069434351724,0
0.181555,0.658341,0.0535341,0.049383177507480114,0.9769184847901202,0.5334241131977121,0.8531965907347854,0.9879471845423018,0.754013183798332,0.8337075544983374,0.2733875241748567,0
0.874879,0.991664,0.990105,0.3061208505559597,0.7011360378920203,0.9644940709765847,0.9601407933880247,0.3328061005762152,0.83258968924642,0.015344862280152638,0.3176297250846031,0
0.756624,0.224267,0.521656,0.4051070767247533,0.5607999379599816,0.15824685064596566,0.9630930270909367,0.19679191433932075,0.7643002214258426,0.5848313306808725,0.6841729397647294,0
0.643547,0.880245,0.880873,0.27347457599737024,0.3646933099998879,0.5860421934990697,0.9533651021571562,0.7691482900514175,0.4345066744453763,0.6470688307019972,0.5099507647947593,0
0.926465,0.32396,0.806435,0.92565353676838,0.03706313456321497,0.385294994014736,0.764888689709536,0.3356469608756645,0.7653085935563179,0.2705532785020779,0.16323674644684383,0
0.211456,0.790145,0.00818192,0.6983812998131435,0.11902181742799267,0.37823796327508863,0.19587289483125025,0.506288190510632,0.574430186660481,0.683549373081645,0.9072073644057608,0
0.0403809,0.73419,0.535345,0.7955520407510877,0.08419566811433021,0.15610674847059713,0.8556236011738529,0.3570588136878732,0.3763720916825877,0.35186744444565043,0.8539475519484502,0
0.320338,0.57299,0.562055,0.3082088886333323,0.7635717945419789,0.7828104535224653,0.44103182014977227,0.552697204649433,0.6358387465145471,0.4931287989754731,0.11349755410065188,0
0.533978,0.942446,0.543759,0.5747863227376243,0.8499482341831472,0.8366911224790051,0.9266358487086175,0.6378710254095338,0.6632366248117196,0.8513177104936557,0.22909224459935484,0
0.884173,0.921635,0.765021,0.174742922080508,0.039781730885629085,0.6424451878919663,0.6226129693356324,0.9426206244368031,0.134993737340794,0.38779812417265547,0.08188720252405568,0
0.102758,0.418508,0.101759,0.4024002461024303,0.8814237418042347,0.01517210814696357,0.517089283817401,0.7473658163396631,0.3897242517950754,0.5062973197968915,0.03907964660833785,0
0.534103,0.925561,0.58569,0.9746538597099237,0.12431046229524789,0.9208930703774932,0.4523427523354332,0.46749455812460994,0.6676856262986415,0.11337018124244913,0.9748468813808148,0
0.358113,0.528215,0.174541,0.5109583368332656,0.5830548448665602,0.45390457578955656,0.7939810877198008,0.1859123998343113,0.6506770524111316,0.669891120958144,0.35000558383202063,0
0.906908,0.0663078,0.121143,0.5885593926203305,0.6197898355577413,0.21170793834664847,0.13342133960541125,0.3033936374220465,0.5196491050298643,0.8650242856521498,0.35041299459403297,0
0.927117,0.448139,0.412849,0.10011386499690711,0.5844851165884976,0.2366445325451676,0.630248559509111,0.49931364209383156,0.46678112461085275,0.5631740911799186,0.8895873107162564,0
0.683314,0.999167,0.14533,0.9162118489404104,0.4889995811554688,0.5932041736880215,0.5930219925638103,0.355687065233635,0.8996683951210991,0.0898732015629986,0.5404037435594804,0
0.523283,0.155716,0.854401,0.20107862724234504,0.09555300670917455,0.7373119618100161,0.5564899414795806,0.614678999140067,0.6590528522658747,0.03870488587786336,0.8188454542640355,0
0.608718,0.358825,0.309565,0.37145463167177595,0.993061814637927,0.68786626629574,0.057369299645211425,0.4427026374715375,0.9890230626183681,0.4000214946519076,0.2654524164284141,0
0.622568,0.0354632,0.482818,0.5490587896249541,0.15101448188535316,0.9554590505471886,0.9009026509739855,0.037019999787744284,0.2931576560883984,0.5706815927417492,0.7277505864077978,0
0.960594,0.0277095,0.00324542,0.6932244537361476,0.4096741336830705,0.5855028163006415,0.9107788683518981,0.9445800980177831,0.6925002919487019,0.06562271313368051,0.9228438771130746,0
0.167957,0.317251,0.574884,0.2514616553377189,0.09492347865027662,0.4036469557826521,0.1523168102605179,0.7942117406136441,0.2978803211992963,0.3950378596923563,0.45108622769705276,0
0.0843829,0.647972,0.0573697,0.1562374117149108,0.08444586957958922,0.7012664240303212,0.8961764155725223,0.010905188330885607,0.8072778915873818,0.9342050938899494,0.262632076915822,0
0.991274,0.571215,0.043204,0.6557001219589581,0.5066969072264259,0.7349101299771356,0.9265106704899267,0.13695028728295722,0.021685643909189034,0.6774439230898313,0.4146903522593135,0
0.411509,0.223338,0.322926,0.9060170835041442,0.8233456245395167,0.18795532864973774,0.7084279242248459,0.2777113981876126,0.7023445692572535,0.9106267703685358,0.4690993185883091,0
0.0788099,0.653036,0.616646,0.18854166950597417,0.05281940074119429,0.2143605275571534,0.3652303761505381,0.10106340113002832,0.8219377881901673,0.5220253833751369,0.8577711829256444,0
0.874394,0.1973,0.773845,0.40227632479040065,0.6732431294724119,0.4570360007007159,0.6174456857024564,0.5693559247051487,0.3397557438980835,0.3248107218370576,0.46663931411702586,0
0.0475188,0.959102,0.349347,0.9875409270650731,0.7380861272131726,0.825903101560746,0.20015522463384616,0.3479038505372375,0.4799646948742299,0.5067264148113657,0.4797777162325825,0
0.645097,0.10312,0.230449,0.31370360190559055,0.47185253763168034,0.7852757839588685,0.10054533499089569,0.8120049666889222,0.18035782758362306,0.984151573064184,0.9672303435523059,0
0.449228,0.920484,0.143423,0.5894330787505507,0.1334518308586371,0.2762264922402431,0.5962102504070138,0.3267728942157725,0.07889735896864236,0.7309999543249105,0.3368139819137027,0
0.0366027,0.289573,0.608149,0.20065615382680813,0.9643712785226101,0.22747969408656332,0.14178474490037518,0.27219390253740294,0.2776543222790554,0.6227270906703899,0.5174051611977011,0
0.255446,0.345721,0.219335,0.5772816889829769,0.789466057186631,0.3696954284466678,0.9248870196060499,0.9392369344996994,0.16339776442500187,0.38312979351960996,0.17445010958783724,0
0.755379,0.582508,0.987205,0.6639214490703392,0.10337144411219212,0.8855827913340402,0.016698545630007722,0.4987749239685981,0.06813013915361288,0.5425690664389929,0.5117144144721576,0
0.830186,0.799982,0.658282,0.6491743619462531,0.9870578637030015,0.35427870818523877,0.9549451817149172,0.9674577115262732,0.9789338888876938,0.5436899747833172,0.3886790667345088,0
0.326716,0.0856106,0.163789,0.226973928782237,0.9411954611960055,0.8805701896844779,0.2733723171384259,0.015085366679367662,0.30758016281815104,0.41177240731474896,0.25373135628167987,0
0.539726,0.464783,0.39311,0.6300518295716521,0.6837510121138975,0.3025473055733119,0.5840398678821247,0.8711801712573165,0.6939972283874555,0.998484690586727,0.47301013449709917,0
0.232091,0.551677,0.286045,0.6217114224017997,0.8328561754180377,0.5715716358894141,0.5155817121661894,0.6347944854045708,0.1590188469564744,0.17290964974914458,0.8191944368155101,0
0.524658,0.0684084,0.233197,0.6035437550837964,0.2673769905505232,0.21836941128595477,0.49482031112916036,0.39293403777491787,0.5228715048833106,0.5047645745964162,0.9720746458393836,0
0.0861254,0.329815,0.377521,0.5865108765714486,0.7840410346837836,0.8721984211609493,0.6894228463188501,0.3406123338498941,0.5547268870746125,0.6941664809468042,0.8697037070104383,0
0.432169,0.577512,0.159239,0.6459378077618989,0.14239773157240476,0.6128637440575798,0.0788911913258048,0.44120089859524614,0.9483636383116493,0.5459702096293034,0.4349088501135917,0
0.585118,0.920959,0.890734,0.28150026494312386,0.9878311444664147,0.945179953812267,0.3768698789540008,0.4688828683973729,0.6090919258988198,0.8280447573008327,0.6719229150124294,0
0.706096,0.990151,0.54998,0.30136497965407927,0.5101532724902216,0.3498207640478347,0.07033546107835298,0.43765638454607825,0.6405382381826175,0.7958798080767606,0.9250185797454247,0
0.894245,0.946797,0.379198,0.2933229608509642,0.7487721529691634,0.44353698034005185,0.6523425333170089,0.47960837655355026,0.7129935383029468,0.7866824425735854,0.01860920068089056,0
0.880504,0.793187,0.11573,0.8168371798250208,0.7265880093584408,0.5264922323684428,0.41502177964528697,0.025303415050114464,0.5613595333021069,0.9542783057738854,0.7812862142389032,0
0.386219,0.00881001,0.219538,0.8834570802077395,0.4629982647980463,0.38394884693064,0.9781155258629113,0.014602458910301874,0.27392514208153396,0.22012835665013042,0.07216679074885046,0
0.898333,0.455859,0.906831,0.10568273338568945,0.5140583630189686,0.4258444617690633,0.10105246704711413,0.8245418897185198,0.6728555752546348,0.8580729725975946,0.021161420657692553,0
0.501329,0.826825,0.945967,0.7450988709467734,0.16460570808889874,0.9671291980889257,0.9361763248324826,0.3273019470772984,0.8086240451615854,0.6181979465508091,0.025745105130118406,0
0.705547,0.114862,0.85928,0.20119616124297746,0.03607758874813627,0.1316131071109945,0.29498294517404366,0.7673376140213719,0.27422697824751663,0.1659997935577161,0.6920990353547155,0
0.546227,0.326948,0.79426,0.7347011044616535,0.8209779136347138,0.8329364252751736,0.7640832219103626,0.26502499970020954,0.3504486991965212,0.1386614456772527,0.9997985321217103,0
0.354623,0.46606,0.611271,0.3158246786680109,0.8794049134627778,0.8577730144909106,0.6992865232961549,0.4170864212321518,0.6606862125043476,0.6112673830174167,0.2600834236487719,0
0.861518,0.727525,0.645359,0.506524852153563,0.7914710061632794,0.43696793913737575,0.7050774865309154,0.8898542303416912,0.19521738017492662,0.13082818015722042,0.05705714663610617,0
0.751564,0.266932,0.519232,0.29582699406426005,0.27650189750305065,0.382658135061097,0.48649196173647913,0.8845224209583009,0.6241460960754724,0.41540664818076845,0.5991636019862991,0
0.0452966,0.0783955,0.924704,0.6580679759113507,0.23664106681435948,0.05140276890197204,0.8632273608831622,0.056881737743158856,0.33970558289103836,0.37289574964571726,0.8191405807538014,0
0.517366,0.331386,0.117597,0.9817740714643264,0.310536609062638,0.06010812589825265,0.9161255719642937,0.07343991841487507,0.4352256338479401,0.5592561881798221,0.8974133126265631,0
0.751097,0.0349777,0.67038,0.20270287841767198,0.04381475277167646,0.6263757634010344,0.5074962213635322,0.2160507126981559,0.6444155081052317,0.19911068054707293,0.639434630402464,0
0.842937,0.536931,0.0370724,0.19047611257064034,0.9855786695392545,0.6297365784634015,0.5369494727592641,0.08114161714519874,0.8830540094261053,0.4143900735202022,0.688759967686892,0
0.464357,0.170888,0.935655,0.2614997671816158,0.9498498010644437,0.6204530313326966,0.3450621492068253,0.8682003630912739,0.14411845217122277,0.22392093230079801,0.24611415803565573,0
