fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
6.954465,0.44115424,0.48151368,7.7930574,0.039044924,41.06207,209.66713,0.99330264,3.08026,0.5043975,9.192362
6.775857,0.24198279,0.37489057,4.608597,0.039059523,17.801296,124.76706,0.9926681,3.0966043,0.5027782,9.754049
7.4094005,0.40568483,0.34275773,6.6561775,0.048500948,16.731829,65.21327,0.9891528,2.9324107,0.43674824,13.332234
6.5806584,0.33041888,0.347999,3.9936306,0.04191925,15.025316,84.34777,0.98948467,3.0940437,0.50740105,11.871687
7.768408,0.33998767,0.42155036,6.0627155,0.037496224,22.354292,135.08382,0.98995006,2.9682002,0.4495725,12.551239
7.008143,0.38644233,0.40432107,12.610941,0.040146925,35.88899,217.253,0.99606144,3.1111345,0.5538827,9.002406
7.158693,0.39230806,0.33445027,5.7745066,0.047738522,35.54408,177.15347,0.9937686,3.2644196,0.5784621,9.69005
6.5830398,0.28346595,0.23647843,11.77877,0.051902503,36.057938,147.0255,0.9954631,3.1654844,0.45108402,9.23655
7.309721,0.3404383,0.50948364,9.271148,0.044169195,40.149544,172.41597,0.9957133,3.1148021,0.48326775,8.952566
6.6750655,0.24694887,0.37230682,3.5324266,0.039774038,22.798267,115.80857,0.99145657,3.170453,0.51713777,9.679012
7.1757674,0.3035954,0.36129457,3.7797825,0.043742232,11.983817,93.651306,0.9903768,3.0381868,0.4814939,10.852899
7.1704235,0.2839113,0.4322572,5.0747123,0.03856832,5.486712,86.488266,0.9910899,2.9612672,0.5122427,11.55182
7.057063,0.29339135,0.394424,3.0671194,0.037892852,8.593269,119.05407,0.9913215,3.0303686,0.46844643,10.828644
7.734076,0.3301315,0.33317468,9.731581,0.042888824,37.975853,142.43063,0.99427253,3.0252838,0.3322412,10.0183115
6.606554,0.29074803,0.3301678,3.7470665,0.037745487,21.42648,98.587234,0.9898161,3.030858,0.41714624,11.62598
7.5675426,0.32780415,0.38913026,3.289897,0.041387804,34.047276,148.22154,0.9913977,3.1210234,0.58265924,10.223774
7.3242393,0.28731218,0.37471288,11.790064,0.042096805,28.551361,161.66199,0.99587476,3.174681,0.50357777,8.699117
6.627731,0.25388423,0.25203875,11.66427,0.04213606,43.85849,153.79707,0.99537414,3.0588229,0.39347795,9.503072
6.634857,0.3101148,0.29709375,3.8242471,0.037385907,15.196098,97.1913,0.9893713,3.0654602,0.4276662,11.698389
7.2505856,0.73173475,0.2588377,3.604025,0.03706256,8.364344,123.19643,0.99193263,3.076626,0.3801864,9.570504
6.543651,0.26874638,0.246699,5.1021547,0.038187455,29.68851,106.62881,0.99175555,3.0658429,0.3632024,10.295556
6.745313,0.27437276,0.35283515,3.89878,0.04238911,23.69523,105.29531,0.990368,3.1498098,0.46671215,11.239575
6.462178,0.3659769,0.25395718,5.250676,0.042834647,18.231943,90.51557,0.9887384,3.0487978,0.34684625,12.632532
7.650914,0.34049064,0.48310038,4.66208,0.050459914,9.392123,101.721115,0.98881197,3.19739,0.66058135,12.551551
6.999692,0.28213087,0.33173764,4.348579,0.03939564,21.737684,109.36684,0.99191064,3.0887513,0.42956463,10.222291
7.176294,0.29668903,0.37246698,5.0372615,0.04558697,27.006777,134.17729,0.9910188,3.0744112,0.5096049,11.177299
6.754576,0.33042228,0.27698317,5.7332172,0.03625472,29.587864,113.947395,0.9915438,3.054078,0.3518205,10.9133835
6.8416457,0.37807667,0.3779136,5.0180717,0.04331457,12.017526,86.32415,0.9878209,3.03906,0.45841607,13.265279
7.5491834,0.37210172,0.36640996,11.74123,0.056283,41.54211,165.35582,0.99590683,3.390954,0.53965616,9.635914
7.8093047,0.29027018,0.5103053,5.143818,0.036421843,14.785734,138.69688,0.9939563,3.12134,0.67681307,9.225375
6.495328,0.34762037,0.3581558,3.4368012,0.04318535,14.789674,106.37713,0.98956233,3.3854766,0.53405404,11.107573
7.3220778,0.714522,0.4301289,6.267633,0.025602978,6.444698,129.73712,0.98958224,3.1623313,0.40629876,11.518841
6.731142,0.27856496,0.3585467,4.0432453,0.0425903,19.32002,105.267494,0.99068546,3.0926704,0.49176374,10.691698
6.9637785,0.30314508,0.40667802,3.389098,0.041998185,11.9962,99.52261,0.9904142,3.1237564,0.5445235,11.343226
6.789736,0.38799924,0.3928963,3.8852313,0.03575338,11.631333,97.491714,0.98950845,3.0596318,0.43616095,11.838455
7.0360274,0.23029265,0.36252055,10.819837,0.044322677,30.698088,129.11038,0.99601096,3.0345988,0.50379086,9.064732
7.6067963,0.26047412,0.46694803,2.0613225,0.04419712,18.132809,106.02284,0.9907203,3.0262966,0.53451014,11.468163
7.0974154,0.6381155,0.31446287,6.227017,0.027128672,28.168386,148.78593,0.98983335,3.1002789,0.3553395,11.684837
6.6655407,0.31692758,0.31353882,5.81806,0.040480662,33.427086,121.602066,0.99117696,3.180414,0.43868253,10.586484
6.8694286,0.34044936,0.37395927,4.5734386,0.045175686,16.879288,117.59162,0.9906862,3.2121313,0.559787,11.39831
7.6226463,0.24411605,0.5071792,3.112686,0.042441644,18.727552,111.11632,0.989791,2.9901736,0.52511275,11.705895
6.4927263,0.38968766,0.25709784,5.5895047,0.043090574,24.504602,104.63539,0.98839027,3.1455119,0.45907947,12.754271
7.405582,0.31162986,0.41128412,4.5209846,0.042502385,9.59201,101.481155,0.9906841,3.1250873,0.6519503,11.484023
6.6948047,0.26227257,0.3390016,3.3577702,0.039277047,17.034021,102.51634,0.9908108,3.0820403,0.48638025,10.32231
7.286184,0.30470878,0.32432476,7.504278,0.04585588,33.667324,154.9669,0.9930471,3.0856342,0.41972494,10.387594
7.151817,0.39315715,0.46573263,8.809753,0.045517184,37.15509,231.09898,0.9958551,3.1671898,0.6710898,9.076606
6.5356684,0.45422646,0.3394543,7.16239,0.046385705,15.703626,87.5137,0.98724777,3.2555091,0.44584745,13.176118
7.2936845,0.32074565,0.39047095,5.345761,0.036361787,22.635195,131.2775,0.99259883,3.0181484,0.32752436,10.84073
6.2484326,0.3429716,0.2630386,4.9200225,0.03810138,23.032738,92.480225,0.98943573,3.0595453,0.34081918,12.051474
7.0128007,0.47540095,0.29762736,6.3309784,0.028068036,23.588099,135.20299,0.99235773,2.9832523,0.35765263,11.298387
6.550393,0.33435184,0.32021293,3.7960713,0.039635226,20.108181,112.62599,0.99021703,3.1444826,0.42706594,11.398295
6.788426,0.46226716,0.33339566,6.557014,0.046398394,28.888199,108.18298,0.99189204,3.125295,0.39252588,10.667908
7.553242,0.2704927,0.43351766,6.1174884,0.046069525,24.663834,118.29901,0.99357027,2.9725041,0.35820696,9.558047
6.735436,0.23187837,0.35515112,5.1568513,0.037635703,30.263527,124.03178,0.9928366,3.3088255,0.59296286,9.530337
7.122872,0.3654387,0.45245865,5.2571187,0.044135902,38.670597,184.17355,0.99348825,3.131928,0.46835062,9.153424
6.766751,0.35239744,0.3916583,8.95692,0.05519276,38.62459,180.24005,0.9946597,3.1387823,0.5099038,9.5492
8.123742,0.29319388,0.47629493,3.3394463,0.0385192,22.271545,140.58047,0.9923337,2.9148018,0.41404003,9.927893
6.7844086,0.276815,0.40528136,8.890309,0.042620678,35.316917,165.71208,0.99521524,3.0880415,0.47472605,8.953754
7.388915,0.2629276,0.47762623,3.31395,0.03839472,10.216092,91.957634,0.9895589,2.97662,0.5344005,12.13695
6.600482,0.28934568,0.34245893,3.616316,0.037611134,23.312569,111.26747,0.99002457,3.0289671,0.40579513,11.705939
6.650524,0.35151923,0.28907672,6.5160804,0.043235663,34.071518,142.89046,0.9935419,3.0736718,0.4247207,9.355872
6.38018,0.50131243,0.34785253,4.6622005,0.048918903,4.1039104,85.29868,0.9895053,3.569541,0.5369993,10.782536
7.084154,0.27103728,0.4615674,3.7295468,0.039064247,15.1475115,136.73093,0.9924827,3.0358598,0.60077375,10.046133
7.2885747,0.46325585,0.32493255,12.919573,0.05245297,33.1758,151.20555,0.9958986,3.2422678,0.55818987,9.261905
7.0952897,0.26202765,0.37260333,10.910732,0.051067892,33.97054,179.59004,0.99552286,3.0980773,0.51348436,8.73771
7.7542453,0.72186977,0.45215762,3.948278,0.041052885,24.472721,255.66986,0.99411845,3.1359017,0.66181016,9.134503
7.1980157,0.45557728,0.40822038,4.8833323,0.03632317,34.850296,182.42084,0.99297845,3.1344225,0.60311687,9.552503
7.0549483,0.23939747,0.33576027,6.093381,0.046162907,33.645603,124.60726,0.991786,3.0601668,0.38822755,10.81077
6.7034397,0.28863755,0.30749434,8.68566,0.038493365,28.31463,140.68105,0.9947093,3.1514738,0.50797576,9.014634
6.55908,0.39131784,0.29928613,5.3628325,0.041401383,12.273083,77.51644,0.9889074,3.0865624,0.42579836,12.600727
7.074326,0.39818782,0.4714593,4.7896333,0.039869208,21.337805,130.02121,0.9900028,3.294571,0.601744,11.403591
8.1579275,0.36196673,0.50722986,6.1433897,0.048910074,6.0201235,70.85738,0.9891686,2.931384,0.5279558,13.23695
6.900126,0.5077219,0.32843563,6.1357775,0.037197445,17.388998,102.723305,0.9927239,3.0675511,0.33037248,10.508526
7.0476885,0.2561647,0.31065717,7.6389565,0.04442751,39.319088,150.40324,0.9930356,3.064226,0.42392159,10.033444
7.196561,0.2377643,0.4063447,2.8185916,0.044280548,10.471333,98.41008,0.99074906,3.041274,0.5871929,10.909938
7.809238,0.25637951,0.46533692,2.9097645,0.03263565,23.90135,104.597694,0.9926882,2.992336,0.5328105,9.963526
7.211426,0.27277684,0.3849552,3.7513144,0.036812354,17.05893,118.63331,0.9898833,3.0647228,0.51025176,11.496368
6.5760193,0.33789453,0.36920562,3.8398337,0.047867943,20.01204,116.123604,0.9907906,3.2623684,0.48381498,10.593132
7.355192,0.49929664,0.5748925,10.453854,0.04934539,39.569042,258.68738,0.9958598,3.0979578,0.8536209,9.136676
6.919377,0.42033398,0.2675668,6.7575874,0.044857156,29.909441,96.7884,0.98947096,2.9722123,0.34912795,12.855587
7.4120913,0.5461556,0.41783702,4.000001,0.034080923,27.438715,154.22588,0.99302346,3.0307174,0.43211797,9.375183
7.2788696,0.43680432,0.4461545,5.365691,0.045964938,47.87891,216.407,0.9933861,3.2122123,0.5648161,9.615776
6.709146,0.25998205,0.39894602,3.5774727,0.053088933,27.29209,163.79865,0.9924729,3.052911,0.45368612,9.422111
7.3038354,0.2258047,0.41261336,4.221844,0.044820238,20.822983,109.13399,0.9913668,3.0340652,0.47973675,11.339782
8.279357,0.25715724,0.5368217,2.3096783,0.036589798,32.66408,145.46553,0.99459803,3.0523171,0.4183796,9.192893
7.9142704,0.38569492,0.44963658,2.55166,0.05465837,8.882655,149.46104,0.9917681,3.135034,0.58582443,9.662919
7.115556,0.24914677,0.34053633,5.15759,0.03721639,28.76617,142.44728,0.99159575,3.0665293,0.48982576,10.505189
6.640486,0.33911398,0.3795864,6.817724,0.042144503,34.4405,177.15356,0.99324536,3.0952334,0.4717579,9.217699
6.831208,0.33422604,0.41201434,2.5925713,0.04599377,14.596926,136.68903,0.9913957,3.2831886,0.55575496,10.0785265
7.1120358,0.27639467,0.47051567,7.805305,0.034506876,30.210007,180.29047,0.99476105,3.0710938,0.5492463,8.824186
6.775455,0.32025862,0.28413907,8.669076,0.041593324,33.874798,166.21059,0.9941259,3.1143064,0.47207415,9.361852
6.823788,0.38023108,0.32010204,13.035019,0.04627971,45.53405,178.53522,0.99535197,3.1510715,0.4253786,9.126448
7.3356137,0.37832296,0.4456579,6.1713943,0.05532428,-0.43859485,81.91116,0.9883547,3.1376379,0.64141405,12.572251
7.186969,0.2661902,0.36361352,9.668307,0.043130055,31.073078,176.93355,0.9959758,3.093527,0.60010433,8.808358
6.781365,0.38703558,0.36737496,5.196067,0.038552493,18.325382,109.15255,0.9885538,3.2650473,0.5151738,12.519036
6.6149793,0.28621817,0.45933563,15.012177,0.04867113,39.929775,193.48969,0.99752074,3.056613,0.48970196,8.751095
7.137628,0.49413317,0.22073367,12.482291,0.047157515,26.599207,142.97922,0.9966404,3.1120522,0.49918258,9.073355
6.939967,0.3031599,0.3185208,7.568829,0.039618105,39.992622,157.7937,0.9935557,3.0378077,0.41861907,9.783903
6.6633034,0.45242012,0.3161779,4.0052752,0.046120834,17.356703,120.44165,0.9905771,3.3205383,0.43688792,11.4387455
7.2041025,0.5516517,0.4838243,2.112372,0.062110815,24.121725,190.3082,0.9918766,3.1662102,0.46133724,9.774926
7.3449683,0.62563294,0.3866563,8.215214,0.043300617,21.500622,212.30556,0.99491173,3.0441124,0.5645926,9.449195
6.5794444,0.30479681,0.3650444,14.161531,0.051748686,50.78187,199.33675,0.99576956,3.104111,0.53094846,9.283493
7.310624,0.3227893,0.38912457,8.5059595,0.032088898,48.14093,182.35977,0.99459326,3.0787513,0.4759752,9.540458
6.4331355,0.2622821,0.27585885,12.145907,0.04521423,39.54803,175.87071,0.99568754,3.130032,0.47916347,9.037516
6.541952,0.35703042,0.6080905,10.543602,0.19757903,24.545786,122.68701,0.9962385,3.2133417,0.23683624,9.77558
7.3655686,0.26352844,0.4665809,4.8586636,0.04296379,30.355288,144.66702,0.993589,3.1080155,0.54378444,9.106788
6.739025,0.39884007,0.33674687,7.4088535,0.038575605,33.264713,194.84923,0.99460465,3.0996711,0.5729599,9.065303
7.2974954,0.5507492,0.4453835,4.001137,0.037970167,17.03271,155.07187,0.99320155,3.2613666,0.48412994,9.886312
7.005566,0.22551095,0.29729664,5.985833,0.038393028,29.736235,111.53985,0.99260616,2.9636621,0.35965672,10.203332
7.362684,0.32987365,0.6063886,12.06937,0.056506697,30.697647,216.84341,0.9963902,3.103426,0.5676565,8.928715
7.111224,0.2935184,0.4027807,3.8225534,0.040937837,15.188114,107.63647,0.98965794,3.0207043,0.4718178,12.239149
6.7300887,0.2725768,0.3819036,3.558516,0.040448148,27.620811,100.44613,0.9902746,3.301107,0.55317926,10.698589
7.623857,0.2775954,0.300449,10.655565,0.047029298,56.5245,169.60802,0.99374795,3.2073133,0.43645167,10.778058
7.292096,0.4228621,0.3593858,4.773365,0.037201583,24.777008,134.3964,0.99073356,3.0608466,0.3737491,11.190474
6.722172,0.22363043,0.38469988,6.222979,0.03501765,31.043549,143.55814,0.99419457,3.0247889,0.42212516,9.238903
7.4584565,0.25353533,0.3566851,8.950532,0.064458154,30.983002,135.77846,0.9936506,3.0791163,0.35863313,10.514456
6.6954303,0.2258571,0.2510135,12.267233,0.050498176,36.34887,130.97693,0.99478215,3.0292187,0.38466224,9.60806
6.759187,0.40730235,0.38425872,3.262434,0.03541638,25.474266,134.52519,0.9916944,3.0360243,0.41628748,10.394692
7.2210393,0.29155186,0.37384272,4.154993,0.04072458,19.667137,121.55109,0.99096453,3.1272805,0.49335524,10.757804
7.434031,0.47975984,0.43453756,6.479204,0.048627447,26.622116,147.55936,0.9889823,3.2086656,0.5068464,12.885828
6.4982905,0.30103648,0.2268728,11.445769,0.047834888,25.795359,147.13985,0.99507594,3.0875065,0.4272241,9.131546
6.574482,0.3369117,0.32072562,4.9416018,0.042055182,24.236883,106.485275,0.9886489,3.09311,0.33903605,12.680173
7.995736,0.45707643,0.4639472,12.676646,0.03587555,24.218096,192.54556,0.99771273,3.093119,0.5917629,8.998039
7.242476,0.30529654,0.43227097,3.8902228,0.041935973,14.767863,144.36653,0.9928399,3.044447,0.46085063,10.228755
6.615773,0.36805242,0.36962974,12.709961,0.053019445,19.921713,146.94864,0.99624485,3.302517,0.5150395,9.436366
6.8000283,0.3214219,0.47713324,1.8140858,0.056575093,19.364914,173.38461,0.9930003,3.1053123,0.4707964,9.178071
7.0506597,0.38012096,0.456138,3.0657225,0.04143581,7.3241673,116.915764,0.99005884,3.256378,0.55146694,11.522378
7.806719,0.2710163,0.40203568,6.302873,0.037847113,19.45809,95.32442,0.99363875,2.9860454,0.41471943,10.304697
6.433597,0.3183987,0.23083766,6.781055,0.045677062,25.78258,99.67537,0.9909679,3.1049953,0.33574057,10.965915
7.1911006,0.6051607,0.37220782,11.404733,0.045961943,36.65843,213.15913,0.995504,3.0962973,0.6137994,9.587878
7.0367093,0.7315599,0.23144253,9.252227,0.041158408,22.67638,179.54294,0.99371886,3.1671042,0.5767475,9.453321
6.2668104,0.4520071,0.3641461,4.5699353,0.047589388,8.257351,85.14987,0.99239606,3.3835945,0.4420516,9.9161825
6.4700265,0.27240473,0.3108266,4.1733274,0.037375353,21.7872,107.67049,0.9906243,3.0551288,0.36323243,10.912748
7.975787,0.36665705,0.4303664,15.800294,0.05095559,44.14209,195.39467,0.9991558,3.1144555,0.6015156,8.998484
7.4639263,0.36083856,0.41959924,4.960606,0.044802323,2.8779962,91.42707,0.98980385,2.9934678,0.4217345,12.357926
6.5376043,0.24890788,0.27719626,14.072303,0.045831073,35.12666,149.80219,0.9958743,3.0491428,0.42738527,8.704882
7.3137746,0.88003457,0.36971956,1.591832,0.036130425,10.790507,143.94179,0.9920118,3.090385,0.52457464,9.597085
6.929996,0.41045496,0.33506307,6.003175,0.045931783,23.971317,103.06188,0.9878376,3.1028154,0.34449,13.332747
6.9114246,0.3646499,0.3446852,11.107272,0.048430204,32.94215,188.83226,0.99609715,3.0659437,0.5054949,9.198055
7.030364,0.6601704,0.31809294,8.910862,0.0412354,10.305038,133.76028,0.9924198,3.2786498,0.4452748,11.194197
6.7941265,0.23715015,0.29255715,7.744971,0.040120743,27.86651,138.85136,0.9944391,3.143576,0.49404538,9.26027
7.1251664,0.45512438,0.29852298,7.364044,0.043675978,19.22208,84.83655,0.9887075,3.0479014,0.45150015,13.247081
7.412313,0.4042681,0.3538898,16.656607,0.051691737,16.866562,140.47278,0.99864227,3.080555,0.55321836,8.981814
7.079689,0.25114283,0.28829297,17.22848,0.061551824,43.16719,167.33722,0.99821633,3.0527413,0.4649886,9.35658
7.3863997,0.35471746,0.4095725,3.069985,0.050683003,19.806421,163.58046,0.99296284,3.1714134,0.5340956,9.388486
8.30611,0.27202225,0.47194725,2.880215,0.030291768,17.648977,128.47325,0.9920289,2.986357,0.4134113,10.865121
6.961282,0.5780222,0.35584173,6.8425264,0.024997806,16.805212,148.84085,0.99276614,3.0211303,0.38876984,9.234724
6.344728,0.52888477,0.2765165,6.148063,0.038729604,29.647007,125.83751,0.9889162,3.2607467,0.44210893,12.048828
6.585859,0.31839615,0.25024757,11.742013,0.05134712,20.65344,116.544846,0.9951674,3.2620711,0.4805228,9.009833
7.7235556,0.7580685,0.39531678,5.509198,0.11885086,-0.35202536,124.62675,0.99362874,3.1444688,0.35285082,10.101912
6.830183,0.28474334,0.3631251,11.127754,0.05017022,36.246346,181.21997,0.9952464,3.0958183,0.5335536,8.9416895
6.5375743,0.29301745,0.29529664,10.735654,0.051333316,37.35063,141.05939,0.9951267,3.087152,0.41348222,8.894446
6.996555,0.3258855,0.25011924,6.040175,0.03572818,32.535217,110.431366,0.9900635,3.038128,0.3037321,11.654936
6.436656,0.55660796,0.2730606,8.232734,0.0510766,16.67644,72.79852,0.9857432,3.2561502,0.4516691,13.761035
7.789345,0.31787896,0.47547758,5.12023,0.031191995,20.414635,124.17408,0.99360174,2.9788747,0.32446516,10.311186
6.5881815,0.30306423,0.34997007,3.5893826,0.044370484,14.387687,94.8028,0.9902096,3.092345,0.46890315,11.499998
6.983398,0.29461423,0.3550593,6.2861595,0.0421237,38.58549,152.80405,0.9924179,3.1339784,0.43821082,10.541044
7.731416,0.4065664,0.41454235,4.7730646,0.033235144,21.67675,142.39442,0.99174076,3.0871837,0.68657637,9.959853
6.8913207,0.26552084,0.31590658,5.750448,0.040916484,26.633905,129.4837,0.9934867,3.1381433,0.47979924,9.5003805
6.036173,0.4336996,0.16774023,7.174577,0.047002584,29.489567,100.60768,0.9888303,3.2127392,0.3566507,12.895291
7.37489,0.7542897,0.3360558,6.8064365,0.027286185,19.831692,145.90068,0.992641,3.0058298,0.36404437,10.392246
7.320094,0.2680244,0.43083614,18.277672,0.04624654,39.89517,188.15894,0.99906313,3.0820634,0.51269025,8.980796
7.2278647,0.32108423,0.37870145,6.502836,0.04286132,26.256863,148.84187,0.99385786,3.1739762,0.5492857,9.497781
7.132104,0.7324545,0.20390476,8.00573,0.05504632,13.17223,115.55616,0.99251634,3.1896412,0.3933822,9.852167
7.2621527,0.26619923,0.33396986,6.787567,0.03897248,34.997364,150.812,0.99428844,3.0570118,0.46433517,9.67122
7.5868487,0.33773488,0.38942772,13.599466,0.057825897,37.627037,196.32224,0.99742246,3.15106,0.66014504,9.099371
6.5282006,0.3088601,0.3127104,3.1531847,0.041247852,19.633007,116.92639,0.99062943,3.2481396,0.50531125,10.677084
6.6950154,0.35384014,0.33981466,4.8148537,0.039392382,11.014371,61.804726,0.98919225,2.987085,0.43844718,12.463193
6.864088,0.31733033,0.3393182,4.0285354,0.038965195,22.012093,111.72292,0.99205935,3.1704762,0.41608968,10.45368
7.147247,0.4204134,0.28519392,8.357511,0.040825367,35.978657,130.29863,0.9896641,3.1179812,0.35007152,12.409694
7.206217,0.28043118,0.37607327,8.007995,0.03790013,38.883595,153.2095,0.9950336,3.051933,0.33541137,9.524308
6.831462,0.34011304,0.34870926,4.716637,0.040993817,18.83245,125.140205,0.9919362,3.0371466,0.39001083,10.444748
7.330005,0.26965916,0.42861718,2.8486993,0.038567998,20.286137,115.47463,0.991035,3.0518405,0.58480924,10.46908
6.9284954,0.34330124,0.49952728,3.0682118,0.06407757,31.618607,193.13245,0.99311894,3.1545105,0.52667636,9.134042
6.9854794,0.31431094,0.38013005,4.5120893,0.047003984,10.40816,97.26408,0.9897599,3.2665274,0.5604465,10.701132
7.172819,0.5561608,0.4876725,3.2345753,0.03418597,11.973325,178.96098,0.9912798,3.12163,0.46953714,10.396312
7.006688,0.43451983,0.41051665,6.1361136,0.04663936,8.588776,80.305,0.9871806,3.056939,0.51265794,13.563106
6.5275545,0.32481915,0.29745805,5.3419423,0.03875058,28.406467,104.15818,0.9898926,3.075906,0.30775604,12.15408
6.682088,0.37716258,0.3919398,11.599611,0.04354068,50.418774,225.91817,0.9955992,3.1231408,0.5725331,9.162476
7.1214056,0.50182766,0.27653497,11.636002,0.045696516,14.747996,115.95964,0.995712,3.1096218,0.45233914,8.984669
6.78052,0.25384775,0.35555765,3.977845,0.04312919,25.745974,108.40615,0.99207884,3.1689775,0.5286715,10.02879
7.13589,0.33457765,0.33366126,4.5912714,0.037188962,20.076954,97.19634,0.9894963,3.0578268,0.45265082,12.298066
7.1021805,0.3804195,0.4689787,14.228684,0.042667076,30.286213,176.4809,0.9966054,3.158791,0.49785024,9.287955
5.9210634,0.37017468,0.2821368,4.6991363,0.04181186,12.965107,66.291725,0.9920176,3.3315485,0.40039957,9.724455
7.047235,0.28091136,0.3484583,5.4846797,0.044524867,28.214151,132.92111,0.99226254,3.067474,0.43553233,10.343142
7.239246,0.26485172,0.35367975,5.206271,0.046183888,22.608929,117.43702,0.99318975,3.2188125,0.55434984,9.554281
6.8444686,0.3673773,0.32642236,11.969852,0.046399783,40.418816,151.0149,0.99659884,3.090484,0.42180339,9.325252
6.789097,0.43430457,0.3259216,6.8750844,0.037634607,20.993757,89.102264,0.98975545,2.9761283,0.35000122,12.719299
7.0046053,0.29615393,0.3090985,7.4308496,0.043198597,38.107906,167.64192,0.99408615,3.071973,0.47658354,9.578847
6.538909,0.5421223,0.25727028,6.456392,0.04502434,16.006084,121.97702,0.9934399,3.131211,0.4276659,9.271948
6.7430415,0.29366913,0.34655118,4.2955766,0.04310978,17.305563,100.92413,0.98949707,3.0189645,0.44729406,12.014937
7.78837,0.3082237,0.5452151,3.960743,0.0372227,20.415497,171.8172,0.9911639,3.1277244,0.63486576,10.709513
6.483835,0.25169724,0.3257547,10.483771,0.048004396,21.939093,131.25578,0.99520695,3.1357095,0.4818482,8.80229
7.3300824,0.28233153,0.45533192,4.108385,0.042764835,21.77174,129.64284,0.99293673,3.031877,0.37983048,9.679177
7.819088,0.786223,0.3246991,6.7223387,0.04402732,-3.51259,119.80175,0.99189246,3.1139722,0.48885202,9.200589
7.239528,0.25550044,0.30153567,21.844316,0.07110029,42.873543,163.92828,0.99925494,3.10931,0.46661687,8.970243
6.9490614,0.2931557,0.4113221,19.080769,0.045329913,40.61762,192.7155,0.99894816,3.0081854,0.50913006,9.009096
6.7687526,0.2724804,0.36998683,7.604726,0.043352492,40.475525,165.86269,0.993346,3.1228774,0.39637423,10.333005
7.241947,0.5831545,0.3465626,7.0874305,0.037892025,30.562057,152.29428,0.99336666,3.0688896,0.39236936,10.092698
7.288943,0.38236728,0.27093554,12.147069,0.043543804,36.604935,173.71706,0.99539554,3.0327659,0.4253674,9.832049
7.3774314,0.31208923,0.34735298,5.8231015,0.037105553,34.836826,165.26587,0.9945152,3.0735161,0.5172633,9.299429
6.5660534,0.2975714,0.23693506,12.548845,0.047707543,32.581375,149.81366,0.9947473,3.1174443,0.4487325,9.307449
6.9454374,0.24503966,0.25132102,17.802486,0.05449798,42.425007,149.92024,0.99782753,3.1387608,0.46536008,9.0691805
6.9130707,0.33504742,0.3880768,15.631941,0.048224907,38.049347,190.75264,0.9974587,3.1705337,0.5404622,9.155747
7.50909,0.30855352,0.37748834,3.8775363,0.03863948,32.195423,126.55217,0.99090695,3.0533204,0.4359238,10.761385
8.012187,0.66478765,0.4514917,9.642019,0.033985056,24.536396,132.12878,0.994658,3.0583012,0.29513153,10.927116
7.00107,0.27809653,0.43070683,3.7692535,0.03888456,13.403182,100.59884,0.98998785,3.0202382,0.5363943,11.828578
