"fixed acidity" "volatile acidity" "citric acid" "residual sugar" chlorides "free sulfur dioxide" "total sulfur dioxide" density pH sulphates alcohol
5.979457 0.21080741 0.28850338 -0.2825155 0.05129816 29.327736 188.09479 0.99512345 3.361044 0.45589778 9.111972
6.75307 0.24038261 0.39631653 -0.78719693 0.03703729 35.838417 167.82584 0.99252665 3.214975 0.47093567 12.455837
7.3518324 0.263114 0.37975678 6.592354 0.04811661 52.82882 209.78917 0.997968 3.1097949 0.43529782 9.173113
5.8444595 0.0833494 0.31860444 -1.9820219 0.04720767 34.603767 156.51385 0.99207073 3.3005242 0.40621242 10.630421
7.216651 0.16844183 0.3804728 4.467649 0.046470802 39.97293 174.93495 0.99637854 3.1298344 0.48299828 9.405558
6.4006524 0.1502701 0.37459922 -0.7896935 0.049314883 40.282944 179.57085 0.99385107 3.3219295 0.47741863 11.905866
7.0230336 0.1714337 0.36447355 1.6108384 0.049529105 41.474503 177.15855 0.9937736 3.176126 0.42596534 10.641323
7.39576 0.20397168 0.3908902 4.13905 0.04261997 41.563335 185.5639 0.9978008 3.119795 0.38492858 9.082756
6.893111 0.16852894 0.3132724 6.614487 0.048150208 32.31152 138.15305 0.9962121 3.069872 0.39368078 9.199216
7.646293 0.21266341 0.37307882 0.07914443 0.03453231 44.16697 184.44911 0.9937824 3.1098578 0.43044457 10.93143
6.5600305 0.31905457 0.25274727 2.1081543 0.061856296 35.52919 246.99432 0.99706376 3.484777 0.51712734 9.287192
6.2698703 0.25461516 0.31710765 4.067667 0.044151217 53.755814 206.48763 0.9961616 3.1599555 0.41960618 9.285447
6.9394493 0.15862235 0.38833642 1.4305001 0.049909566 32.290577 134.90381 0.99456716 3.0659673 0.45912054 9.214646
7.760784 0.110253625 0.5805453 -0.568397 0.036281984 35.712788 162.6231 0.99475336 3.148385 0.6594525 10.82835
6.924237 0.17690682 0.29757684 15.375802 0.06850164 50.43974 254.78575 1.0020494 3.1106992 0.38514212 9.438564
7.4052978 0.18014516 0.4350928 1.2002404 0.049420625 45.384842 200.58247 0.9956313 3.2710915 0.55302936 10.921033
6.2965026 0.13681345 0.32308415 -1.2047484 0.04710206 41.632866 179.73375 0.99224657 3.3278623 0.42390937 10.83645
7.2892375 0.27911368 0.42489696 -2.3971987 0.041744493 35.01775 170.94627 0.99207085 3.224193 0.3622005 12.975756
6.44814 0.20084761 0.34556147 -0.11665799 0.05291819 32.457966 190.40997 0.9949357 3.3043323 0.47576287 9.472017
8.463894 0.28313264 0.42902285 -3.058305 0.04533398 37.27668 179.28369 0.99378365 3.0744247 0.40211728 12.233292
6.6309266 0.13368598 0.3013422 12.428294 0.116867304 49.55282 203.78333 0.999715 3.1348107 0.38707206 9.57057
7.435942 0.21804294 0.45037183 -0.5092787 0.037816472 40.169052 197.19792 0.9947576 3.2034228 0.5037812 10.164573
5.864458 0.21857189 0.33982676 -1.8699079 0.04554092 55.717552 207.04324 0.99301034 3.3728514 0.48774695 9.930103
7.342207 0.25029618 0.3216389 0.92679346 0.0366175 33.528862 126.94827 0.99237585 2.955711 0.34036353 11.663934
7.111407 0.17477687 0.47150454 2.2582023 0.055421133 25.098295 149.56543 0.99597436 3.3002963 0.6293577 9.775999
6.9218836 0.41461655 0.41810796 -0.7194415 0.050304577 13.509021 185.16127 0.99500877 3.35584 0.36928734 9.675045
6.708384 0.39097783 0.2503331 -3.766984 0.03395804 41.767868 204.56206 0.9911852 3.1742337 0.28077683 13.802975
8.545854 0.19932745 0.6599346 -0.4058466 0.044371683 21.56185 154.12947 0.9942291 3.2185993 0.7528488 11.786145
6.8925943 0.14850226 0.3835913 -0.48827818 0.034739133 32.684933 149.37949 0.9924798 3.1955988 0.4727205 11.404817
7.439191 0.20594646 0.47802705 -1.0588793 0.02369211 36.90033 161.80756 0.9919444 3.2039497 0.54549944 13.065604
6.515894 0.19615504 0.33291993 3.6789346 0.045873478 34.912716 163.15106 0.9950704 3.1606998 0.4172661 9.336474
6.8651843 0.18942206 0.4476095 0.5323012 0.051684286 54.801342 239.68884 0.9953476 3.4108198 0.52949077 9.661167
8.147549 0.2737951 0.4509247 -1.3316774 0.043738566 31.93856 164.36676 0.9930404 3.1050203 0.43995157 11.686334
7.136949 0.16141933 0.45014074 1.0140222 0.04015269 33.55142 144.70595 0.9929005 3.079222 0.5009426 11.377644
5.9408565 0.19204545 0.25530016 0.112464994 0.040131897 39.99374 162.32326 0.99169135 3.2750185 0.3854157 12.46233
6.478926 0.20297784 0.37216878 4.520742 0.045439262 49.80043 179.90053 0.9955833 3.1509717 0.43655965 9.396411
5.4097114 0.30450666 0.2802657 -3.133874 0.05235139 52.910416 187.71887 0.99093044 3.3989751 0.372983 11.244208
5.5944877 0.19963446 0.35308117 -2.4203267 0.058128953 34.02208 193.00822 0.9937551 3.4180105 0.5069154 9.6744585
8.666279 0.11855886 0.53375125 8.663942 0.038089257 49.69308 198.15297 0.99974376 3.0033312 0.5781132 9.201053
7.5119286 0.2685736 0.4967552 1.7578353 0.15538184 17.050732 128.20235 0.9959697 3.0036879 0.35409176 9.483699
6.3692493 0.20827907 0.38837522 -2.4224794 0.04387673 39.43065 211.89568 0.99192697 3.438206 0.43974006 12.045242
8.81901 0.22016925 0.466767 2.3729424 0.051564027 25.789822 177.99118 0.9944607 3.039053 0.5066053 10.745997
6.5153313 0.18436958 0.37481704 0.4671865 0.049148142 37.792988 187.51277 0.995262 3.294041 0.4842153 10.215813
7.272312 0.28112048 0.42848366 0.15778983 0.040620152 36.375877 173.69566 0.9925194 3.184324 0.3714285 12.68764
6.483847 0.23625481 0.44491634 9.65344 0.040999997 77.77965 283.8831 0.99989516 3.1518285 0.42542204 9.509795
5.824671 0.24286748 0.27076688 0.0695958 0.03221515 39.564228 157.57013 0.9908595 3.179004 0.3529885 12.40195
6.0819273 0.11085061 0.48253685 -2.4432626 0.048306983 31.581818 175.6155 0.9924004 3.4777274 0.48705333 12.223833
7.399972 0.18638809 0.48869902 1.6850277 0.0355554 44.909 201.53207 0.9956931 3.254947 0.52729964 9.975418
5.749819 0.4383257 0.3612397 -5.7284517 0.059427675 43.224945 250.63585 0.992965 3.4750185 0.48166683 9.326027
7.037145 0.19916844 0.4923314 -0.50732297 0.05710904 27.958866 169.83694 0.9951407 3.303606 0.61675584 9.801296
6.9210176 0.3131653 0.40780064 -1.031335 0.034664392 40.906345 158.0962 0.9905988 3.0489082 0.3515904 13.276617
7.3637443 0.16358252 0.47046483 0.49414694 0.031154307 30.86961 136.95941 0.9924856 3.0698812 0.5344251 11.558486
7.1697288 0.09239181 0.43655428 -0.48793328 0.043020003 34.59245 166.61891 0.99320287 3.321219 0.5265421 10.722831
6.2854714 0.17187662 0.30148816 4.5375953 0.046791047 29.139397 143.49799 0.99490255 3.160787 0.37861222 9.458217
7.377848 0.28890365 0.51854527 6.289031 0.048093777 87.53283 296.56573 0.9985074 3.2947562 0.52583253 9.243914
5.45478 0.373482 0.20131709 -3.4537919 0.072037295 42.278053 260.68945 0.9960571 3.4583554 0.46287662 9.428005
6.0484586 0.19051763 0.33392677 3.8156698 0.03830519 44.565933 169.84877 0.99489146 3.1229346 0.37350652 9.536679
6.7294025 0.26104224 0.3713861 4.2944 0.047683567 38.79979 186.10835 0.9965281 3.1936169 0.37243783 9.029073
7.200895 0.18076117 0.44953462 1.6017818 0.061046172 34.407368 164.65382 0.9955959 3.2340095 0.46344566 9.477237
6.2106533 0.19920428 0.2873828 -0.35488123 0.04508228 42.75239 174.40245 0.99249834 3.2527483 0.39343446 10.704635
6.990209 0.18317007 0.38929573 1.8173891 0.05437692 41.250515 187.15363 0.9947534 3.2227695 0.47997501 10.100592
6.2841387 0.23542097 0.37664625 -0.78225607 0.03677565 34.34802 161.73775 0.9912714 3.223916 0.40727127 12.244134
6.9348087 0.14693414 0.28329316 2.570008 0.04829176 50.6846 229.38097 0.9978301 3.3739731 0.50351775 9.127699
8.283017 0.17030537 0.44370207 2.3432233 0.033560626 48.55611 191.07008 0.9968672 3.0471401 0.51355135 9.851746
5.7236176 0.2460722 0.29541847 -7.1575847 0.055313088 34.352764 215.78996 0.9933099 3.5255268 0.5443356 9.503693
5.810653 0.27562875 0.25007275 -2.033652 0.060023572 11.234271 162.74083 0.9942853 3.4569855 0.42897138 9.635734
6.5730863 0.18843609 0.28866908 10.891292 0.05356613 50.138966 205.26277 0.9996823 3.2535915 0.45449525 9.431002
6.3365693 0.16848074 0.36113203 0.23422422 0.039694894 37.541054 162.44327 0.9930005 3.2906666 0.4413238 10.868964
6.6143365 0.22398601 0.32112408 -1.3910024 0.0339966 38.568424 151.73691 0.99081385 3.0151253 0.3600506 12.279593
6.111165 0.19299024 0.28132862 1.7653002 0.051573012 31.5814 176.96915 0.9957632 3.3722491 0.4294221 9.320396
6.439431 0.231383 0.28704852 2.6489606 0.04985453 46.303387 192.9475 0.99431795 3.215745 0.38920084 10.035908
6.743915 0.21662392 0.33991522 -1.3702252 0.040142525 42.130295 168.17493 0.9922613 3.1368032 0.40376157 10.593895
5.7957425 0.18662247 0.29066944 4.3717556 0.047417767 34.545288 146.33574 0.9942927 3.2479217 0.41528863 9.801412
8.3622055 0.41856438 0.3622257 1.4288385 0.031261425 43.71439 168.70132 0.9924805 3.0838838 0.24336751 13.2686
7.3906207 0.32217413 0.33785474 -1.4479833 0.04832035 42.617504 207.08151 0.9952475 3.2230103 0.4546393 9.167824
7.171447 0.15556268 0.374485 7.754131 0.04831561 47.57074 185.88876 0.9970797 3.1021204 0.47710347 9.319735
6.120102 0.18027869 0.31149948 0.31288496 0.03597341 33.120625 131.45909 0.9916364 3.0447984 0.3477388 11.429671
5.81188 0.21326962 0.3210513 -1.6150637 0.04956458 27.704878 184.80219 0.9916878 3.4356914 0.45035124 11.000653
5.5178204 0.32887927 0.16827492 12.907596 0.047958244 63.903484 282.2398 1.0008823 3.2683797 0.3975514 10.289347
6.285385 0.2083068 0.30752647 1.4093716 0.042018864 40.245857 170.38036 0.9936731 3.129435 0.4136654 9.745478
8.244892 0.13930629 0.62197775 4.1725755 0.060586803 63.469063 252.82254 0.99958766 3.1689239 0.6408062 9.6370735
5.823312 0.23986241 0.32230267 -4.392256 0.045629248 51.949863 212.69968 0.9916545 3.3251793 0.34399942 12.624709
6.7830167 0.12259991 0.40686646 0.20407483 0.14061293 73.00488 279.19315 0.99421793 2.8826535 0.31271955 10.216962
7.596793 0.1777638 0.54387015 -2.5166113 0.061309803 35.07658 197.25752 0.99514306 3.420262 0.71207976 10.299926
6.144965 0.14672616 0.43034905 -2.931329 0.052318018 30.328297 159.13968 0.99133396 3.4302373 0.5526552 11.119719
7.1585574 0.2564911 0.33539814 0.35723016 0.03823382 33.43275 137.42453 0.9929039 2.9815495 0.3449632 12.810801
6.4759254 0.15379329 0.33142018 0.54362255 0.04212218 34.82371 144.21422 0.99239117 3.156379 0.4277922 11.082071
6.019294 0.1743598 0.28059572 0.6912723 0.036152016 35.69367 156.89314 0.99194294 3.1819773 0.38531366 11.764523
6.908294 0.29870257 0.24904682 1.5757704 0.03862841 29.381533 145.55853 0.9918827 3.1185346 0.2796661 13.366469
5.8639073 0.36851707 0.29172042 -1.8497211 0.05466072 67.69528 295.2609 0.99649054 3.32513 0.44216272 9.55148
6.371414 0.14728636 0.37322918 1.2301656 0.051912975 40.970226 179.90504 0.99474967 3.2462938 0.45648992 9.468385
7.742208 0.2811063 0.33200452 -2.767349 0.033906773 44.888916 172.13614 0.9917514 3.0575163 0.35070992 12.266923
5.7305384 0.31258544 0.30976096 -4.787652 0.040981743 40.794838 159.18246 0.98918384 3.2262828 0.35349536 13.173721
5.7306437 0.15867014 0.3213554 -1.6260352 0.037586518 41.44467 178.43536 0.9909816 3.3800776 0.416445 12.385509
7.9512715 0.24877992 0.42801917 -1.7858098 0.03459719 38.505642 181.45111 0.9923724 3.072853 0.45529374 12.336062
7.247228 0.13727668 0.45400807 4.7239413 0.055178717 47.148888 184.28568 0.99820584 3.3073711 0.61433 9.606866
6.8052 0.2145013 0.216873 4.868677 0.050775472 5.6624994 99.76969 0.9967042 3.3853176 0.30035764 8.9279785
7.396173 0.17798242 0.4432077 0.103434354 0.041510496 31.034706 144.04163 0.9918085 3.030509 0.46292403 11.72428
7.4980726 0.21930939 0.44080308 12.677384 0.04747736 61.63489 257.51266 0.9993717 2.929467 0.40601757 9.378306
7.2621975 0.21831352 0.3344076 1.7835411 0.04165889 38.056347 152.19502 0.99387205 3.0051963 0.39278784 10.027647
7.66962 0.30054036 0.3659209 0.88762146 0.056759484 41.45818 218.73016 0.995752 3.2682188 0.5106024 9.34809
6.3128076 0.29921085 0.32058972 -2.6033273 0.037941676 47.205902 187.53725 0.9911522 3.1377358 0.33265182 12.796042
6.5373273 0.21044943 0.34232077 4.866968 0.045298092 48.193188 188.25824 0.99621135 3.1383417 0.42657515 9.23958
7.3303204 0.22249985 0.38044465 2.7666204 0.03751963 33.409832 163.35155 0.9929945 3.0257864 0.3612695 11.376389
5.9645667 0.17379434 0.3536702 -2.7952464 0.04782193 43.158257 194.59581 0.9928924 3.4516015 0.49697912 10.330359
7.201597 0.3987813 0.3613815 -0.53464454 0.0487084 60.96797 262.16925 0.99578017 3.2939234 0.45735383 8.974088
6.4917746 0.260031 0.34303805 1.1868285 0.058229018 50.57388 223.91136 0.9954305 3.3175077 0.4035404 9.255787
6.490867 0.1703227 0.35112524 3.7110617 0.0415465 39.595325 159.26936 0.9955698 3.1153393 0.41524252 9.567388
6.2459016 0.21546216 0.24210903 9.921434 0.0469376 49.80843 218.92938 0.9987369 3.2046545 0.4058898 9.362904
6.9301224 0.25574213 0.31740552 1.8743924 0.044616558 54.72937 196.97952 0.9940152 3.1870818 0.40749896 10.134694
5.702376 0.27889195 0.38645485 -2.699309 0.054530695 24.260109 154.39638 0.99119854 3.432554 0.44994748 11.094081
6.0139627 0.31946608 0.41040185 -1.1447859 0.056193605 22.714643 180.31378 0.993502 3.4722219 0.41208622 10.658579
6.974036 0.1586419 0.3474652 2.5972066 0.043676622 36.031548 178.22417 0.9960488 3.1625683 0.4390826 9.346429
7.7049913 0.117768675 0.3957303 9.754723 0.058841754 60.709618 243.31947 1.0003252 3.0911129 0.51590675 9.348331
6.8896685 0.28021905 0.37973073 3.951181 0.04753353 84.73696 291.43237 0.99887395 3.176852 0.429782 9.473574
6.8702908 0.21870019 0.40147972 -0.34102392 0.03773549 36.991463 158.04433 0.99149007 3.1600287 0.37507972 11.961658
5.8955655 0.35017872 0.35539156 -0.7740829 0.058715943 50.96815 203.77779 0.9936046 3.459142 0.42120832 9.710837
7.4839916 0.36026564 0.44451752 1.2144796 0.03625912 50.56337 190.41756 0.9917056 2.966413 0.38692948 13.533936
6.495876 0.23445162 0.40821922 1.3172199 0.038896807 56.485966 246.77711 0.9965928 3.2527254 0.5408844 9.43202
7.0494905 0.27493638 0.3256206 0.0748677 0.037442382 34.560497 151.34169 0.991868 3.0071592 0.30302128 11.721947
8.118773 0.33633777 0.43388623 1.9322233 0.03139117 37.00263 157.07597 0.9932359 2.9775822 0.36566162 12.9714365
7.371016 0.21189299 0.43545532 1.5491074 0.043093808 46.263435 198.96953 0.99523425 3.1808372 0.488561 9.967305
7.4818716 0.17389843 0.3771841 2.744941 0.053935982 38.570244 189.68309 0.9957746 3.3335907 0.545656 9.687051
5.856934 0.17377625 0.41577736 -4.507364 0.04568567 38.567158 197.1373 0.9909305 3.512661 0.47849837 12.661591
6.2156973 0.059869554 0.3824552 -5.3562818 0.05203932 25.539764 169.65416 0.9941324 3.5990348 0.4840528 10.678407
5.942008 0.16554758 0.40207475 -3.9353468 0.05374837 23.380283 177.51323 0.99386483 3.4876297 0.5209613 9.969626
6.3219995 0.30254528 0.37887347 -7.596792 0.07765992 -3.005838 208.30203 0.9961016 3.7325292 0.54386175 10.124267
6.948689 0.20842253 0.39633003 10.0810375 0.04886739 62.976097 234.6331 0.99850583 3.2141225 0.4680059 9.203179
6.708161 0.16212146 0.39921862 -0.43189663 0.041415986 35.491013 165.66533 0.9932414 3.1677773 0.45540804 10.859504
8.55913 0.12538503 0.6167771 0.9460329 0.041438404 42.026737 189.13542 0.99699986 3.2117033 0.79426426 10.61545
6.8729987 0.15468098 0.47680706 -0.49582306 0.044947065 47.550602 183.0733 0.9941342 3.3178043 0.52807856 10.017535
8.839821 0.25312647 0.4791915 1.0731053 0.044489432 39.48858 207.38914 0.99745363 3.0846415 0.5071019 9.373224
5.9879994 0.18252406 0.24244544 8.524924 0.047257274 39.351048 167.30527 0.99707085 3.1392174 0.3986687 9.154717
6.729464 0.30112213 0.4983561 1.9842453 0.04860964 65.91448 270.3441 0.99618125 3.2936754 0.4816344 9.49361
6.2166452 0.18456444 0.31075564 2.0577488 0.048096146 42.319973 197.17006 0.9949054 3.3295665 0.51259923 9.362686
6.83156 0.17191243 0.3035501 13.0714855 0.0460746 48.68948 203.03053 0.99969095 3.1312635 0.43540475 8.950473
6.1678925 0.16959614 0.36435807 2.0891519 0.04839766 34.767532 156.1492 0.99446744 3.2313404 0.45949504 9.626863
7.0256867 0.18836905 0.32056257 2.4380782 0.033577997 27.39578 139.37994 0.9934109 3.1160178 0.39355895 11.001654
6.213089 0.2217583 0.2963944 -0.73724127 0.044692464 39.297432 160.63382 0.991668 3.2182944 0.33755302 11.608485
5.8680215 0.19624828 0.25707507 -1.0771576 0.046382 31.00576 158.94684 0.991756 3.2692459 0.36047223 10.362656
6.4227066 0.25312123 0.39564833 -1.7047036 0.041165415 33.98138 153.44235 0.9914517 3.2291834 0.38626778 12.085901
7.4830847 0.19977513 0.3899482 -0.02508176 0.043494627 38.642883 177.71556 0.9934867 3.113228 0.47304952 11.002343
6.0655203 0.17473924 0.3073794 1.2902188 0.048328336 26.34918 138.45055 0.99333847 3.2399411 0.40922084 10.087527
6.882753 0.28154367 0.41377813 -0.019077424 0.028996138 32.81398 150.80946 0.9911748 3.0985234 0.4354743 13.3935175
6.1782126 0.39266953 0.32413143 -0.81323886 0.05529335 32.610245 173.82394 0.9934948 3.5587993 0.40768757 11.089081
7.1002736 0.33874634 0.42042398 -2.8271875 0.037013255 48.919044 176.92976 0.99051905 3.0542953 0.33836704 13.672653
5.9762526 0.195436 0.39107844 -0.9729771 0.03730734 32.955387 145.97379 0.99095666 3.3192992 0.44935217 12.079091
5.701421 0.19533508 0.31076753 -0.86637694 0.03443916 34.562115 169.07477 0.99143183 3.3322797 0.3749765 12.021699
6.4327188 0.19776937 0.42441666 -1.640039 0.05200941 47.879433 211.318 0.9962994 3.440447 0.5539208 9.942165
6.5948925 0.16277075 0.33762848 6.3470016 0.053364184 54.608402 227.38599 0.99641156 2.8950667 0.32298896 9.5721445
8.11602 0.17424765 0.42374998 0.07894514 0.03899317 39.474148 186.63405 0.9941784 3.0931263 0.520083 11.072403
6.299724 0.19392498 0.34141707 3.7959635 0.05088549 48.506374 190.79083 0.9951194 3.1827452 0.43525004 9.073418
6.217833 0.19321534 0.25638613 4.3639617 0.04413865 56.013687 231.05144 0.9982011 3.3899024 0.5156269 9.120701
7.1735983 0.19592744 0.4342506 -0.4498545 0.037068352 35.53413 166.97133 0.99289167 3.183823 0.52145654 11.709199
6.6012716 0.20747386 0.33247918 3.8020544 0.03351348 42.226048 175.69444 0.9961849 3.1221888 0.43592986 9.151088
7.024326 0.16442771 0.40213647 1.2231152 0.048636597 48.91507 195.16614 0.9955398 3.278964 0.53365856 10.644368
7.5715017 0.41853777 0.44201836 2.9404151 0.06581707 54.19289 224.79375 0.9976247 3.1089175 0.38371062 9.319558
6.928145 0.18862145 0.43785238 -1.4109454 0.04281037 35.72894 153.30838 0.992935 3.2619586 0.576649 11.801897
6.911389 0.17794542 0.37311012 3.1184301 0.05223423 47.67971 194.45828 0.9957517 3.1926012 0.46097338 10.293747
6.344112 0.2788246 0.29607975 1.4942731 0.02477043 39.0582 170.78802 0.99248457 3.1220558 0.35180998 12.638778
7.4439597 0.2104393 0.4659379 0.07352799 0.038141374 46.319717 229.24792 0.9941184 3.1504586 0.4580286 11.752334
6.6632996 0.196901 0.3497105 5.844252 0.047605373 68.25923 242.40744 0.9981622 3.0843601 0.42622665 9.5253
6.598544 0.20770468 0.27736712 3.3554478 0.060524993 35.568066 189.4256 0.9972145 3.403063 0.48935923 9.725198
8.543213 0.09662584 0.60506886 5.21253 0.036027756 56.83998 214.06465 0.99952316 3.0775526 0.6146602 9.466574
7.7522755 0.11439485 0.5685718 0.3839084 0.029414242 35.890003 133.79262 0.99342364 3.0585768 0.66149855 11.566406
8.140829 0.12031848 0.53970367 1.2355384 0.03512163 33.174202 178.58034 0.9941902 3.2840447 0.7446886 11.707675
6.5499954 0.28689116 0.29541302 6.202964 0.05416764 54.545082 214.69917 0.9983391 3.4205453 0.48522228 9.259947
7.316912 0.17871724 0.38880897 3.296957 0.044110723 47.21279 200.43231 0.99488306 3.1298597 0.43481532 10.245981
6.772574 0.08807292 0.5105125 -2.6481829 0.044323683 36.80409 152.39856 0.9930853 3.3622649 0.57581025 10.882705
6.0724783 0.2566438 0.29102746 -1.2087882 0.030321825 45.59471 158.1309 0.9922298 3.2642386 0.3749915 12.835546
7.117771 0.22384655 0.38166574 -2.910329 0.045140345 29.893175 168.13809 0.99181235 3.2689893 0.41296646 12.569083
6.8324504 0.25601244 0.41686732 1.5087826 0.040855486 50.529453 192.01065 0.9937998 3.146955 0.4240506 10.553786
6.8769293 0.2755227 0.38398957 0.44776994 0.04005695 45.015877 193.02153 0.99372077 3.2887836 0.45422179 11.6468
6.7065544 0.3069454 0.4166192 8.378097 0.056568027 49.47939 212.92906 0.99935883 3.2321885 0.47656217 9.060162
5.648295 0.24452424 0.28258318 0.5470594 0.05606991 28.152489 156.05287 0.99414134 3.321019 0.38160065 9.248495
6.975707 0.48602885 0.40984428 -5.8329983 0.052281175 31.866743 224.40324 0.99280846 3.2710567 0.44269925 8.811982
7.8748403 0.41264558 0.46203572 -1.2490934 0.040684547 58.992275 266.0456 0.996446 3.099173 0.36646897 9.194543
6.2957926 0.14708245 0.45658758 -2.571838 0.047015063 27.775497 150.29575 0.99428797 3.5359423 0.6083007 10.645746
5.99794 0.24027732 0.27936637 -6.341864 0.06452395 20.518202 231.37442 0.9954959 3.6064827 0.54290724 10.039012
5.848555 0.13547984 0.33446297 -3.9802692 0.056386642 31.587214 182.84982 0.993123 3.5785353 0.5508869 11.850986
5.9822054 0.259037 0.35078582 0.51475745 0.034489915 32.067978 144.41612 0.9923516 3.3539326 0.41587478 12.079212
6.1275034 0.17940904 0.24298513 5.427716 0.050310582 40.991802 177.72688 0.996206 3.2301342 0.4261877 9.442745
6.272609 0.17255288 0.29064408 1.0970129 0.0401582 30.606682 135.9089 0.9920284 3.111674 0.3723625 10.724213
6.792207 0.1746514 0.3571134 0.89074457 0.04263233 39.76933 165.40282 0.9930759 3.1561847 0.4526256 10.308035
7.546469 0.20732448 0.3726688 2.2427006 0.03538638 38.635284 182.91467 0.9937823 3.0335622 0.4135163 11.257539
6.405569 0.2448305 0.29837298 8.377754 0.049656868 66.22409 254.25772 0.9987295 3.197767 0.45720533 9.408103
6.0102305 0.33078682 0.2538601 5.6068773 0.05705395 41.282887 227.69817 0.9982393 3.3542094 0.44064522 9.476035
9.557146 0.48054963 0.524559 -2.5376852 0.05841122 29.351048 203.0337 0.9947843 3.25314 0.38312995 10.0584755
8.768242 0.13479875 0.567169 2.2376015 0.034039278 32.350952 138.33377 0.9951579 2.9312043 0.6744932 10.99738
6.616237 0.29938328 0.4064297 2.1091433 0.04790743 53.05994 213.22482 0.995954 3.136675 0.40358225 9.532087
7.228483 0.09114473 0.25924784 10.427096 0.04746181 50.481876 179.14835 1.0002372 3.336375 0.4739595 9.483224
5.8919106 0.24057044 0.41032848 -7.5301557 0.06946332 12.055784 179.74449 0.99325794 3.6377013 0.54871494 10.903524
7.0015583 0.18046917 0.3906423 -0.73363024 0.03927495 42.45918 168.73517 0.99296314 3.1754315 0.48736066 11.038134
6.5751457 0.17422363 0.53943914 -3.8450918 0.05980767 29.50685 202.02788 0.9930141 3.4833512 0.59356254 10.576902
6.2980676 0.17997286 0.3525774 -0.120977096 0.043171708 33.72448 144.57224 0.9918964 3.1751487 0.42028555 11.078234
6.199842 0.15886256 0.39122277 -2.0925167 0.0396118 34.888367 159.23914 0.9919254 3.3802216 0.49713916 11.855481
6.276785 0.12164251 0.25773078 1.0244602 0.049202383 29.925217 142.24785 0.995018 3.3042006 0.42626196 9.457889
